"","response_uuid","Age","Trial","Usable frames (%)","person_good"
"150","95a35449-b581-4be3-a5f7-4b193925b0ca","12","2",0.92436974789916,0.790909090909091
"151","95a35449-b581-4be3-a5f7-4b193925b0ca","12","3",0.975,0.786324786324786
"152","95a35449-b581-4be3-a5f7-4b193925b0ca","12","4",0.940298507462687,0.904761904761905
"153","95a35449-b581-4be3-a5f7-4b193925b0ca","12","5",0.954887218045113,0.937007874015748
"154","95a35449-b581-4be3-a5f7-4b193925b0ca","12","6",0.879699248120301,0.709401709401709
"155","95a35449-b581-4be3-a5f7-4b193925b0ca","12","7",0.940740740740741,0.834645669291339
"156","95a35449-b581-4be3-a5f7-4b193925b0ca","12","8",0.948148148148148,0.6015625
"157","95a35449-b581-4be3-a5f7-4b193925b0ca","12","9",0.91044776119403,0.959016393442623
"158","9ca6f0dc-cbf8-45d0-af57-6d0e3a05e342","6","1",0.740458015267176,0.917525773195876
"159","9ca6f0dc-cbf8-45d0-af57-6d0e3a05e342","6","2",0.831932773109244,0.545454545454545
"160","9ca6f0dc-cbf8-45d0-af57-6d0e3a05e342","6","3",0.8,0.395833333333333
"161","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","1",0.954198473282443,0.44
"162","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","2",0.966386554621849,0.852173913043478
"163","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","3",0.991666666666667,0.504201680672269
"164","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","4",0.902985074626866,0.677685950413223
"165","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","5",0.902255639097744,0.541666666666667
"166","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","1",0.877862595419847,0.478260869565217
"167","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","10",0.742424242424242,0.275510204081633
"168","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","2",0.899159663865546,0.411214953271028
"169","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","3",0.941666666666667,0.52212389380531
"170","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","4",0.985074626865672,0.143939393939394
"171","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","5",0.87218045112782,0.28448275862069
"172","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","6",0.744360902255639,0.292929292929293
"173","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","7",0.518518518518518,0.742857142857143
"174","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","8",0.585185185185185,0.835443037974684
"175","a443ccf6-9920-40f8-a25d-3ed6846c26eb","6","9",0.947761194029851,0.94488188976378
"176","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","1",0.801526717557252,0.971428571428571
"177","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","2",0.974789915966387,0.612068965517241
"178","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","3",0.958333333333333,0.330434782608696
"179","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","5",0.954887218045113,0.574803149606299
"180","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","6",0.977443609022556,0.230769230769231
"181","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","7",0.985185185185185,0.984962406015038
"182","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","8",0.985185185185185,0.511278195488722
"183","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","1",0.931297709923664,0.459016393442623
"184","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","2",0.88235294117647,0.504761904761905
"185","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","3",0.833333333333333,0.26
"186","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","4",0.813432835820896,0.275229357798165
"187","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","5",0.781954887218045,0.442307692307692
"188","afe3b597-c84a-40d7-a709-64711604bb38","12","1",0.854961832061069,0.973214285714286
"189","afe3b597-c84a-40d7-a709-64711604bb38","12","2",0.92436974789916,0.581818181818182
"190","afe3b597-c84a-40d7-a709-64711604bb38","12","3",0.991666666666667,0.865546218487395
"191","afe3b597-c84a-40d7-a709-64711604bb38","12","4",0.962686567164179,0.682170542635659
"192","afe3b597-c84a-40d7-a709-64711604bb38","12","6",0.977443609022556,0.8
"193","afe3b597-c84a-40d7-a709-64711604bb38","12","7",0.985185185185185,0.849624060150376
"194","afe3b597-c84a-40d7-a709-64711604bb38","12","8",0.674074074074074,0.296703296703297
"195","afe3b597-c84a-40d7-a709-64711604bb38","12","9",0.664179104477612,0.831460674157303
"196","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","1",0.709923664122137,0.612903225806452
"197","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","2",0.983193277310924,0.752136752136752
"198","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","3",0.958333333333333,0.956521739130435
"199","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","4",0.955223880597015,0.734375
"200","b02e83c3-8e89-408c-8a20-dc774853a7c9","12","5",0.669172932330827,0.955056179775281
"201","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","1",0.961832061068702,0.579365079365079
"202","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","10",0.856060606060606,0.415929203539823
"203","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","2",0.932773109243697,0.405405405405405
"204","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","3",0.958333333333333,0.6
"205","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","4",0.977611940298508,0.16030534351145
"206","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","5",0.954887218045113,0.590551181102362
"207","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","6",0.969924812030075,0.689922480620155
"208","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","7",0.992592592592593,0.932835820895522
"209","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","8",0.8,0.509259259259259
"210","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","9",0.977611940298508,0.610687022900763
"211","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","1",0.801526717557252,0.20952380952381
"212","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","10",0.93939393939394,0.266129032258065
"213","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","2",0.890756302521008,0.858490566037736
"214","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","3",0.891666666666667,0.869158878504673
"215","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","4",0.940298507462687,0.277777777777778
"216","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","5",0.93984962406015,0.08
"217","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","6",0.909774436090226,0.504132231404959
"218","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","7",0.792592592592593,0.542056074766355
"219","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","8",0.888888888888889,0.475
"220","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","9",0.977611940298508,0.816793893129771
"221","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","1",0.877862595419847,0.51304347826087
"222","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","2",0.92436974789916,0.654545454545455
"223","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","3",0.983333333333333,0.101694915254237
"224","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","4",0.76865671641791,0.650485436893204
"225","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","5",0.541353383458647,0.263888888888889
"226","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","1",0.923664122137405,0.743801652892562
"227","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","2",0.941176470588235,0.535714285714286
"228","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","3",0.958333333333333,0.921739130434783
"229","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","4",0.955223880597015,0.1015625
"230","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","6",0.969924812030075,0.0852713178294574
"231","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","7",0.881481481481482,0.65546218487395
"232","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","8",0.962962962962963,0.330769230769231
"233","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","1",0.862595419847328,0.619469026548673
"234","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","10",0.81060606060606,0.588785046728972
"235","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","2",0.823529411764706,0.428571428571429
"236","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","3",0.891666666666667,0.794392523364486
"237","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","4",0.828358208955224,0.171171171171171
"238","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","6",0.857142857142857,0.0350877192982456
"239","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","8",0.8,0.564814814814815
"240","c5ad0dd5-2f09-4be0-bd65-35351e595938","6","9",0.73134328358209,0.612244897959184
"241","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","1",0.977099236641221,0.609375
"242","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","10",0.795454545454545,0.695238095238095
"243","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","2",0.966386554621849,0.530434782608696
"244","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","3",0.983333333333333,0.983050847457627
"245","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","4",0.947761194029851,0.511811023622047
"246","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","8",0.97037037037037,0.732824427480916
"247","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","1",0.908396946564885,0.605042016806723
"248","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","2",0.974789915966387,0.560344827586207
"249","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","3",0.983333333333333,0.686440677966102
"250","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","4",0.977611940298508,0.748091603053435
"251","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","5",0.984962406015038,0.541984732824427
"252","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","6",0.984962406015038,0.33587786259542
"253","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","9",0.656716417910448,0.670454545454545
"254","d5c00f11-5f46-4919-835f-ff52db609317","12","1",0.541984732824427,0.23943661971831
"255","d5c00f11-5f46-4919-835f-ff52db609317","12","10",0.787878787878788,0.163461538461538
"256","d5c00f11-5f46-4919-835f-ff52db609317","12","2",0.840336134453782,0.6
"257","d5c00f11-5f46-4919-835f-ff52db609317","12","3",0.95,0.280701754385965
"258","d5c00f11-5f46-4919-835f-ff52db609317","12","4",0.880597014925373,0.440677966101695
"259","d5c00f11-5f46-4919-835f-ff52db609317","12","7",0.948148148148148,0.1484375
"260","d5c00f11-5f46-4919-835f-ff52db609317","12","8",0.718518518518519,0.989690721649485
"261","d5c00f11-5f46-4919-835f-ff52db609317","12","9",0.985074626865672,0.0909090909090909
"262","db073f15-743f-44c0-a00f-f933f02ae741","12","1",0.557251908396947,0.657534246575342
"263","db073f15-743f-44c0-a00f-f933f02ae741","12","2",0.857142857142857,0.294117647058824
"264","db073f15-743f-44c0-a00f-f933f02ae741","12","3",0.908333333333333,0.55045871559633
"265","db21e9a1-478a-4b07-a79d-9c586c711f40","6","10",0.71969696969697,0.442105263157895
"266","db21e9a1-478a-4b07-a79d-9c586c711f40","6","2",0.764705882352941,0.142857142857143
"267","db21e9a1-478a-4b07-a79d-9c586c711f40","6","3",0.916666666666667,0.745454545454545
"268","db21e9a1-478a-4b07-a79d-9c586c711f40","6","4",0.783582089552239,0.428571428571429
"269","db21e9a1-478a-4b07-a79d-9c586c711f40","6","5",0.766917293233083,0.941176470588235
"270","db21e9a1-478a-4b07-a79d-9c586c711f40","6","6",0.917293233082707,0.262295081967213
"271","db21e9a1-478a-4b07-a79d-9c586c711f40","6","7",0.592592592592593,0.7375
"272","db21e9a1-478a-4b07-a79d-9c586c711f40","6","8",0.896296296296296,0.148760330578512
"273","db21e9a1-478a-4b07-a79d-9c586c711f40","6","9",0.73134328358209,0.397959183673469
"274","e1de4a92-a702-4f77-92cb-437799e28dae","6","3",0.733333333333333,0.988636363636364
"275","e1de4a92-a702-4f77-92cb-437799e28dae","6","6",0.954887218045113,0.078740157480315
"276","e1de4a92-a702-4f77-92cb-437799e28dae","6","8",0.8,0.740740740740741
"277","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","10",0.787878787878788,0.105769230769231
"278","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","2",0.546218487394958,0.523076923076923
"279","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","4",0.716417910447761,0.25
"280","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","5",0.87218045112782,0.5
"281","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","7",0.474074074074074,0.703125
"282","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","8",0.807407407407407,0.532110091743119
"283","f53c1242-7c7e-441e-b24e-f1745def2023","12","10",0.378787878787879,0.84
"284","f53c1242-7c7e-441e-b24e-f1745def2023","12","3",0.558333333333333,0.746268656716418
"285","f53c1242-7c7e-441e-b24e-f1745def2023","12","4",0.686567164179104,0.804347826086957
"286","f53c1242-7c7e-441e-b24e-f1745def2023","12","7",0.740740740740741,0.82
"287","f53c1242-7c7e-441e-b24e-f1745def2023","12","8",0.577777777777778,0.782051282051282
"288","f53c1242-7c7e-441e-b24e-f1745def2023","12","9",0.58955223880597,0.949367088607595
"289","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","1",0.908396946564885,0.61344537815126
"290","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","10",0.977272727272727,0.728682170542636
"291","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","2",0.974789915966387,0.258620689655172
"292","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","3",0.65,0.5
"293","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","4",0.835820895522388,0.598214285714286
"294","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","5",0.909774436090226,0.545454545454545
"295","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","6",0.962406015037594,0.34375
"296","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","7",0.962962962962963,0.707692307692308
"297","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","8",0.933333333333333,0.325396825396825
"298","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","9",0.902985074626866,0.950413223140496
